title,label,category,explanation_tokens,platform
Students Review and Performance Test,0,none,,YouTube
AI Project Explanation,0,none,,YouTube
Students Tutorial for Beginners,0,none,,YouTube
Finance Tutorial for Beginners,0,none,,YouTube
Machine Learning Basics for Students,0,none,,YouTube
Beginner Friendly Health Course,0,none,,YouTube
Engineer Project Explanation,0,none,,YouTube
AI Tutorial for Beginners,0,none,,YouTube
I Tried Startup And THIS Happened!,1,misleading_number,Python|Students,YouTube
You Will Regret Missing This Mobile Video!,1,shock_value,Students|Gaming,YouTube
Complete Guide to Web Development,0,none,,YouTube
AI Project Explanation,0,none,,YouTube
People Are Shocked After Watching This Web Development!,1,emotional,Students|Kerala,YouTube
The Truth About Startup Finally Revealed!,1,exaggeration,Startup|Cybersecurity,YouTube
Top 5 AI Videos You Must Watch!,1,curiosity_gap,Gaming|Python,YouTube
Beginner Friendly Cybersecurity Course,0,none,,YouTube
Mobile Analysis with Real Examples,0,none,,YouTube
Cybersecurity Basics for Students,0,none,,YouTube
Python Tutorial for Beginners,0,none,,YouTube
You Will Regret Missing This Mobile Video!,1,emotional,Startup|Web Development,YouTube
Beginner Friendly Kerala Course,0,none,,YouTube
Everyone Is Talking About This Gaming!,1,exaggeration,Cybersecurity|Mobile,YouTube
Engineer Project Explanation,0,none,,YouTube
Gaming Analysis with Real Examples,0,none,,YouTube
This Machine Learning Trick Went Viral Overnight!,1,shock_value,Technology|Data Science,YouTube
Beginner Friendly Cybersecurity Course,0,none,,YouTube
Students Basics for Students,0,none,,YouTube
This Data Science Experiment Shocked Everyone!,1,exaggeration,Students|Data Science,YouTube
Data Science Analysis with Real Examples,0,none,,YouTube
This Health Trick Went Viral Overnight!,1,curiosity_gap,Data Science|Health,YouTube
Startup Review and Performance Test,0,none,,YouTube
People Are Shocked After Watching This Engineer!,1,misleading_number,Gaming|Mobile,YouTube
Beginner Friendly Students Course,0,none,,YouTube
Top 5 Startup Videos You Must Watch!,1,shock_value,Finance|Finance,YouTube
People Are Shocked After Watching This Machine Learning!,1,curiosity_gap,Kerala|Engineer,YouTube
Data Science Tutorial for Beginners,0,none,,YouTube
Students Project Explanation,0,none,,YouTube
Complete Guide to Web Development,0,none,,YouTube
Top 5 Mobile Videos You Must Watch!,1,exaggeration,Kerala|AI,YouTube
Cybersecurity Review and Performance Test,0,none,,YouTube
Cybersecurity Explained in 10 Minutes,0,none,,YouTube
This Mobile Experiment Shocked Everyone!,1,misleading_number,AI|Technology,YouTube
You Will Regret Missing This Gaming Video!,1,misleading_number,Engineer|Cybersecurity,YouTube
This Kerala Video Is Breaking The Internet!,1,shock_value,Cybersecurity|Startup,YouTube
I Tried Technology And THIS Happened!,1,misleading_number,Students|Gaming,YouTube
Top 5 Technology Videos You Must Watch!,1,emotional,AI|Students,YouTube
Top 5 Finance Videos You Must Watch!,1,misleading_number,Technology|Cybersecurity,YouTube
Technology Analysis with Real Examples,0,none,,YouTube
Python Tutorial for Beginners,0,none,,YouTube
Web Development Explained in 10 Minutes,0,none,,YouTube
How Finance Works Step by Step,0,none,,YouTube
You Will Regret Missing This Health Video!,1,misleading_number,Engineer|Gaming,YouTube
Kerala Demo and Walkthrough,0,none,,YouTube
People Are Shocked After Watching This Mobile!,1,emotional,Machine Learning|Engineer,YouTube
Complete Guide to Mobile,0,none,,YouTube
This AI Experiment Shocked Everyone!,1,curiosity_gap,Startup|Web Development,YouTube
Startup Project Explanation,0,none,,YouTube
Top 5 AI Videos You Must Watch!,1,shock_value,Technology|Web Development,YouTube
People Are Shocked After Watching This Students!,1,exaggeration,Startup|Engineer,YouTube
This Web Development Video Is Breaking The Internet!,1,emotional,Mobile|Gaming,YouTube
This Technology Trick Went Viral Overnight!,1,emotional,Technology|Web Development,YouTube
How AI Works Step by Step,0,none,,YouTube
Engineer Explained in 10 Minutes,0,none,,YouTube
This Finance Video Is Breaking The Internet!,1,curiosity_gap,Python|Python,YouTube
People Are Shocked After Watching This Mobile!,1,shock_value,Finance|Python,YouTube
Kerala Project Explanation,0,none,,YouTube
How Cybersecurity Works Step by Step,0,none,,YouTube
This Students Trick Went Viral Overnight!,1,shock_value,Data Science|Cybersecurity,YouTube
This Mobile Experiment Shocked Everyone!,1,curiosity_gap,Finance|Gaming,YouTube
This Web Development Trick Went Viral Overnight!,1,shock_value,Health|Startup,YouTube
This Students Trick Went Viral Overnight!,1,curiosity_gap,Kerala|Students,YouTube
How Data Science Works Step by Step,0,none,,YouTube
I Tried Mobile And THIS Happened!,1,exaggeration,Data Science|Students,YouTube
Web Development Tutorial for Beginners,0,none,,YouTube
Everyone Is Talking About This Finance!,1,shock_value,Python|Startup,YouTube
AI Analysis with Real Examples,0,none,,YouTube
Health Analysis with Real Examples,0,none,,YouTube
The Truth About Mobile Finally Revealed!,1,curiosity_gap,Gaming|Cybersecurity,YouTube
You Won't Believe This Web Development Video!,1,exaggeration,Gaming|Startup,YouTube
This Health Trick Went Viral Overnight!,1,curiosity_gap,Kerala|AI,YouTube
Gaming Demo and Walkthrough,0,none,,YouTube
Everyone Is Talking About This AI!,1,misleading_number,Students|Gaming,YouTube
People Are Shocked After Watching This Kerala!,1,emotional,Finance|Kerala,YouTube
Web Development Analysis with Real Examples,0,none,,YouTube
Gaming Explained in 10 Minutes,0,none,,YouTube
Kerala Explained in 10 Minutes,0,none,,YouTube
How Kerala Works Step by Step,0,none,,YouTube
This AI Experiment Shocked Everyone!,1,shock_value,Technology|Mobile,YouTube
Beginner Friendly Startup Course,0,none,,YouTube
Gaming Demo and Walkthrough,0,none,,YouTube
You Won't Believe This Startup Video!,1,exaggeration,Mobile|Finance,YouTube
Mobile Tutorial for Beginners,0,none,,YouTube
Top 5 Health Videos You Must Watch!,1,shock_value,Kerala|Gaming,YouTube
Health Explained in 10 Minutes,0,none,,YouTube
Top 5 Data Science Videos You Must Watch!,1,shock_value,Startup|Engineer,YouTube
Complete Guide to Cybersecurity,0,none,,YouTube
Gaming Explained in 10 Minutes,0,none,,YouTube
I Tried Mobile And THIS Happened!,1,misleading_number,Kerala|Machine Learning,YouTube
People Are Shocked After Watching This Startup!,1,emotional,Gaming|Gaming,YouTube
I Tried Finance And THIS Happened!,1,emotional,Python|Startup,YouTube
You Won't Believe This Kerala Video!,1,curiosity_gap,Web Development|Gaming,YouTube
Top 5 Engineer Videos You Must Watch!,1,emotional,Cybersecurity|Machine Learning,YouTube
This Python Video Is Breaking The Internet!,1,shock_value,Kerala|Engineer,YouTube
Complete Guide to Cybersecurity,0,none,,YouTube
The Truth About Python Finally Revealed!,1,curiosity_gap,Finance|Students,YouTube
Everyone Is Talking About This Mobile!,1,shock_value,Technology|Mobile,YouTube
Data Science Project Explanation,0,none,,YouTube
This Technology Video Is Breaking The Internet!,1,exaggeration,Technology|Gaming,YouTube
Finance Basics for Students,0,none,,YouTube
You Will Regret Missing This Web Development Video!,1,misleading_number,Machine Learning|Cybersecurity,YouTube
Finance Review and Performance Test,0,none,,YouTube
Mobile Tutorial for Beginners,0,none,,YouTube
Gaming Explained in 10 Minutes,0,none,,YouTube
AI Demo and Walkthrough,0,none,,YouTube
Startup Demo and Walkthrough,0,none,,YouTube
I Tried Mobile And THIS Happened!,1,exaggeration,Startup|Technology,YouTube
How Python Works Step by Step,0,none,,YouTube
This Web Development Video Is Breaking The Internet!,1,curiosity_gap,Startup|Cybersecurity,YouTube
Data Science Tutorial for Beginners,0,none,,YouTube
Everyone Is Talking About This Machine Learning!,1,curiosity_gap,Students|Engineer,YouTube
You Will Regret Missing This Technology Video!,1,exaggeration,Cybersecurity|Kerala,YouTube
Everyone Is Talking About This Python!,1,curiosity_gap,Cybersecurity|Python,YouTube
You Will Regret Missing This Machine Learning Video!,1,misleading_number,Finance|Mobile,YouTube
Kerala Tutorial for Beginners,0,none,,YouTube
Top 5 Mobile Videos You Must Watch!,1,curiosity_gap,AI|Python,YouTube
Everyone Is Talking About This Python!,1,curiosity_gap,Students|Cybersecurity,YouTube
You Will Regret Missing This Data Science Video!,1,exaggeration,Data Science|Gaming,YouTube
Technology Demo and Walkthrough,0,none,,YouTube
Kerala Tutorial for Beginners,0,none,,YouTube
How Startup Works Step by Step,0,none,,YouTube
Mobile Review and Performance Test,0,none,,YouTube
This Students Experiment Shocked Everyone!,1,misleading_number,Cybersecurity|Python,YouTube
How Finance Works Step by Step,0,none,,YouTube
Web Development Project Explanation,0,none,,YouTube
Finance Project Explanation,0,none,,YouTube
Health Demo and Walkthrough,0,none,,YouTube
Kerala Analysis with Real Examples,0,none,,YouTube
Complete Guide to Startup,0,none,,YouTube
Cybersecurity Project Explanation,0,none,,YouTube
Top 5 Gaming Videos You Must Watch!,1,emotional,AI|AI,YouTube
Top 5 Cybersecurity Videos You Must Watch!,1,misleading_number,Gaming|Engineer,YouTube
This Technology Experiment Shocked Everyone!,1,shock_value,Mobile|Data Science,YouTube
Top 5 Health Videos You Must Watch!,1,emotional,Data Science|Students,YouTube
Technology Project Explanation,0,none,,YouTube
Web Development Project Explanation,0,none,,YouTube
Web Development Analysis with Real Examples,0,none,,YouTube
Complete Guide to Startup,0,none,,YouTube
This Gaming Video Is Breaking The Internet!,1,curiosity_gap,Health|Startup,YouTube
AI Demo and Walkthrough,0,none,,YouTube
This Machine Learning Experiment Shocked Everyone!,1,emotional,Health|Kerala,YouTube
I Tried Kerala And THIS Happened!,1,shock_value,Cybersecurity|Technology,YouTube
Mobile Review and Performance Test,0,none,,YouTube
You Won't Believe This Students Video!,1,misleading_number,AI|AI,YouTube
This Technology Video Is Breaking The Internet!,1,misleading_number,Gaming|Kerala,YouTube
You Won't Believe This AI Video!,1,emotional,Finance|Web Development,YouTube
This Technology Experiment Shocked Everyone!,1,emotional,Web Development|Kerala,YouTube
You Will Regret Missing This Engineer Video!,1,shock_value,Python|Mobile,YouTube
You Won't Believe This Gaming Video!,1,emotional,Technology|Data Science,YouTube
Finance Demo and Walkthrough,0,none,,YouTube
Top 5 Kerala Videos You Must Watch!,1,emotional,Python|Kerala,YouTube
The Truth About Startup Finally Revealed!,1,exaggeration,Cybersecurity|Python,YouTube
I Tried Gaming And THIS Happened!,1,misleading_number,Technology|Technology,YouTube
You Will Regret Missing This Mobile Video!,1,shock_value,Gaming|Cybersecurity,YouTube
Students Project Explanation,0,none,,YouTube
Complete Guide to Engineer,0,none,,YouTube
Complete Guide to AI,0,none,,YouTube
AI Basics for Students,0,none,,YouTube
Everyone Is Talking About This Engineer!,1,misleading_number,Web Development|Finance,YouTube
Technology Review and Performance Test,0,none,,YouTube
Machine Learning Basics for Students,0,none,,YouTube
Startup Project Explanation,0,none,,YouTube
This Gaming Video Is Breaking The Internet!,1,exaggeration,Health|Gaming,YouTube
Gaming Analysis with Real Examples,0,none,,YouTube
This Finance Video Is Breaking The Internet!,1,shock_value,Finance|Technology,YouTube
I Tried Data Science And THIS Happened!,1,emotional,Machine Learning|Students,YouTube
Everyone Is Talking About This Web Development!,1,emotional,Gaming|Kerala,YouTube
How Gaming Works Step by Step,0,none,,YouTube
Everyone Is Talking About This Data Science!,1,shock_value,Python|Data Science,YouTube
You Will Regret Missing This Gaming Video!,1,curiosity_gap,Cybersecurity|Students,YouTube
Mobile Review and Performance Test,0,none,,YouTube
Gaming Tutorial for Beginners,0,none,,YouTube
People Are Shocked After Watching This Startup!,1,misleading_number,Cybersecurity|Mobile,YouTube
Data Science Explained in 10 Minutes,0,none,,YouTube
People Are Shocked After Watching This Health!,1,curiosity_gap,Mobile|Students,YouTube
Kerala Project Explanation,0,none,,YouTube
This Cybersecurity Trick Went Viral Overnight!,1,curiosity_gap,Data Science|Kerala,YouTube
This Kerala Trick Went Viral Overnight!,1,curiosity_gap,Kerala|Web Development,YouTube
This Technology Trick Went Viral Overnight!,1,misleading_number,Startup|Web Development,YouTube
Everyone Is Talking About This Health!,1,exaggeration,Python|Web Development,YouTube
Finance Project Explanation,0,none,,YouTube
People Are Shocked After Watching This Finance!,1,exaggeration,Data Science|Finance,YouTube
Python Analysis with Real Examples,0,none,,YouTube
This Mobile Trick Went Viral Overnight!,1,emotional,Engineer|Startup,YouTube
Top 5 Machine Learning Videos You Must Watch!,1,shock_value,Data Science|Engineer,YouTube
AI Basics for Students,0,none,,YouTube
This Kerala Video Is Breaking The Internet!,1,emotional,Machine Learning|Machine Learning,YouTube
People Are Shocked After Watching This Gaming!,1,emotional,Technology|Startup,YouTube
How Health Works Step by Step,0,none,,YouTube
Kerala Analysis with Real Examples,0,none,,YouTube
You Will Regret Missing This Mobile Video!,1,exaggeration,Finance|AI,YouTube
People Are Shocked After Watching This Kerala!,1,exaggeration,Finance|Gaming,YouTube
Kerala Analysis with Real Examples,0,none,,YouTube
Cybersecurity Project Explanation,0,none,,YouTube
Top 5 Startup Videos You Must Watch!,1,shock_value,Health|AI,YouTube
Startup Review and Performance Test,0,none,,YouTube
You Will Regret Missing This AI Video!,1,exaggeration,Students|Mobile,YouTube
Startup Project Explanation,0,none,,YouTube
Kerala Explained in 10 Minutes,0,none,,YouTube
People Are Shocked After Watching This Gaming!,1,shock_value,Machine Learning|Python,YouTube
Finance Explained in 10 Minutes,0,none,,YouTube
This Gaming Video Is Breaking The Internet!,1,misleading_number,Health|Data Science,YouTube
Web Development Basics for Students,0,none,,YouTube
You Won't Believe This AI Video!,1,shock_value,Startup|Technology,YouTube
You Will Regret Missing This Mobile Video!,1,exaggeration,Finance|Engineer,YouTube
Gaming Basics for Students,0,none,,YouTube
Web Development Analysis with Real Examples,0,none,,YouTube
Students Review and Performance Test,0,none,,YouTube
Data Science Demo and Walkthrough,0,none,,YouTube
Beginner Friendly Engineer Course,0,none,,YouTube
Technology Basics for Students,0,none,,YouTube
People Are Shocked After Watching This Web Development!,1,misleading_number,Startup|Mobile,YouTube
Web Development Project Explanation,0,none,,YouTube
Mobile Review and Performance Test,0,none,,YouTube
